customer,state,gender,customer lifetime value,income,monthly premium auto,policy type,vehicle class,total claim amount
XD81935,Oregon,F,510716,35625.0,65.0,Personal Auto,Four-Door Car,288.572108
AT30076,Nevada,F,353664,31727.0,92.0,Personal Auto,Four-Door Car,495.750669
EW34576,Arizona,F,283979,53071.0,72.0,Corporate Auto,Four-Door Car,386.225897
XC14741,California,M,293993,97735.0,73.0,Corporate Auto,Four-Door Car,188.667196
PG84165,California,M,277662,0.0,77.0,Personal Auto,Four-Door Car,554.4
CN16311,Oregon,F,547652,52218.0,68.0,Corporate Auto,Four-Door Car,33.781673
TZ19823,California,F,326515,25820.0,82.0,Personal Auto,Four-Door Car,393.6
NC34154,California,F,806607,17950.0,71.0,Special Auto,Two-Door Car,340.8
LQ50657,Arizona,F,364483,82477.0,90.0,Personal Auto,Two-Door Car,432.0
JL16084,Arizona,F,661111,0.0,95.0,Personal Auto,Four-Door Car,564.302867
CJ81391,Oregon,M,758211,64801.0,64.0,Personal Auto,Four-Door Car,268.471802
WQ89892,Washington,F,260781,0.0,70.0,Special Auto,Two-Door Car,336.0
JW70372,Arizona,F,712420,61233.0,89.0,Personal Auto,Four-Door Car,181.287697
AW17574,Nevada,F,943554,0.0,129.0,Corporate Auto,SUV,628.366119
GL66847,Arizona,F,825629,62902.0,69.0,Personal Auto,Two-Door Car,159.383042
DC62428,Arizona,M,509110,20244.0,65.0,Personal Auto,Four-Door Car,312.0
KR54589,California,F,588181,86812.0,73.0,Personal Auto,Four-Door Car,45.472477
BC47264,California,F,768488,62192.0,98.0,Special Auto,Two-Door Car,243.292609
SN58128,Oregon,F,1039653,34948.0,130.0,Personal Auto,SUV,443.786437
TD97297,Oregon,M,854560,35456.0,109.0,Personal Auto,Sports Car,505.082702
TK13024,Oregon,M,440807,80640.0,111.0,Personal Auto,SUV,313.270725
LR97507,Arizona,M,256284,0.0,74.0,Corporate Auto,Four-Door Car,663.423782
KC14861,Oregon,M,1488670,91193.0,185.0,Personal Auto,Luxury SUV,1.587888
DC37886,Arizona,F,2433851,73692.0,67.0,Personal Auto,Two-Door Car,24.843535
SP56326,Arizona,F,745299,12195.0,101.0,Personal Auto,Four-Door Car,670.581817
OQ99704,Washington,F,398177,52801.0,100.0,Personal Auto,SUV,475.20088
GQ92754,Nevada,M,1606006,0.0,87.0,Personal Auto,Four-Door Car,417.6
DX28320,California,F,511135,0.0,72.0,Personal Auto,Four-Door Car,594.683752
BM83544,Arizona,F,743997,0.0,108.0,Personal Auto,SUV,518.4
YB96664,Washington,M,497480,75644.0,65.0,Corporate Auto,Two-Door Car,467.803638
RO90746,California,F,1781668,60192.0,220.0,Personal Auto,Luxury Car,1056.0
UV46349,Oregon,F,623805,0.0,90.0,Personal Auto,Four-Door Car,134.442783
MY32188,Oregon,M,268291,0.0,74.0,Corporate Auto,Two-Door Car,355.2
OV87950,California,M,283716,29242.0,73.0,Personal Auto,Two-Door Car,350.4
ZG82132,Oregon,F,411858,69379.0,103.0,Personal Auto,Two-Door Car,494.4
LZ31103,Oregon,F,247246,63860.0,62.0,Personal Auto,Four-Door Car,208.598246
HO79663,Arizona,F,413953,45281.0,104.0,Personal Auto,Sports Car,65.03063
RS57109,Arizona,F,410046,51193.0,104.0,Personal Auto,Two-Door Car,97.313649
NA21420,Oregon,F,527820,62074.0,67.0,Corporate Auto,Four-Door Car,49.435556
MY98825,California,F,805689,64304.0,68.0,Corporate Auto,Two-Door Car,65.471028
VW73816,Oregon,M,918502,73795.0,116.0,Personal Auto,SUV,501.716934
FN66189,Oregon,F,1541773,84376.0,96.0,Personal Auto,Four-Door Car,43.578516
HU75748,Arizona,F,682941,0.0,66.0,Personal Auto,Two-Door Car,470.691875
OS11465,Oregon,M,850090,79153.0,106.0,Special Auto,SUV,508.8
UY61913,Oregon,M,884744,17950.0,118.0,Personal Auto,SUV,425.489592
OD70577,Arizona,F,284089,0.0,80.0,Personal Auto,Two-Door Car,962.526106
DC91024,Oregon,M,1598452,0.0,69.0,Personal Auto,Two-Door Car,331.2
VQ67172,Oregon,F,1854230,0.0,72.0,Corporate Auto,Four-Door Car,622.992063
MF23895,Arizona,F,260982,58139.0,65.0,Corporate Auto,Four-Door Car,33.171413
AA10041,California,M,790174,0.0,113.0,Personal Auto,SUV,1258.327804
DV36320,California,F,1799586,80991.0,223.0,Personal Auto,Luxury SUV,937.327881
UE72026,California,F,502168,69678.0,126.0,Personal Auto,Sports Car,306.818754
SE78641,Arizona,M,465484,0.0,67.0,Personal Auto,Two-Door Car,577.385463
YC69616,Arizona,F,271950,14030.0,72.0,Personal Auto,Two-Door Car,345.6
SM10254,Oregon,F,472686,13037.0,124.0,Personal Auto,SUV,839.348464
AG45299,California,M,859572,76763.0,108.0,Personal Auto,SUV,186.459607
KS45476,Washington,F,1562628,50461.0,131.0,Personal Auto,Sports Car,810.06514
No69427,California,M,279767,69604.0,70.0,Corporate Auto,Four-Door Car,112.336604
BA52133,California,M,534498,22908.0,68.0,Personal Auto,Four-Door Car,387.774781
WT59944,California,F,1755754,68273.0,146.0,Personal Auto,Sports Car,76.475359
XV30885,California,M,459552,95550.0,116.0,Personal Auto,SUV,381.570261
LU79865,Nevada,M,579410,88370.0,74.0,Personal Auto,Four-Door Car,355.2
BL29046,Oregon,F,533246,68931.0,66.0,Corporate Auto,Four-Door Car,309.577946
AM34581,Oregon,F,668014,24432.0,87.0,Corporate Auto,Two-Door Car,71.10847
YN75239,Oregon,M,791086,77577.0,199.0,Personal Auto,Luxury SUV,35.768916
OJ84485,California,M,1251692,12607.0,110.0,Personal Auto,SUV,528.0
JA12995,Oregon,F,232525,0.0,63.0,Personal Auto,Four-Door Car,302.4
OD85990,Oregon,F,396415,23474.0,102.0,Corporate Auto,SUV,489.6
NZ57264,California,M,748608,0.0,113.0,Personal Auto,SUV,813.6
OL39995,Oregon,M,670799,0.0,65.0,Personal Auto,Four-Door Car,360.480689
LK51620,California,M,1290209,98478.0,106.0,Corporate Auto,Four-Door Car,508.8
ZB91993,Arizona,M,592672,23091.0,96.0,Personal Auto,Four-Door Car,460.8
SZ60342,Arizona,M,514865,51071.0,65.0,Personal Auto,Two-Door Car,312.0
WE80653,Oregon,F,682717,0.0,103.0,Personal Auto,SUV,2.455033
EE28119,Arizona,F,467005,69921.0,118.0,Personal Auto,Two-Door Car,373.227044
GA49547,Washington,M,536307,36357.0,68.0,Personal Auto,Four-Door Car,17.269323
BA92673,Oregon,F,696194,0.0,63.0,Personal Auto,Four-Door Car,40.622304
PT70350,Oregon,M,2851103,27607.0,104.0,Corporate Auto,Four-Door Car,640.584145
KL29678,Oregon,F,862491,43610.0,106.0,Personal Auto,Sports Car,508.8
HL84679,Oregon,F,338222,0.0,91.0,Personal Auto,Four-Door Car,436.8
GH94657,California,M,231981,14660.0,61.0,Personal Auto,Four-Door Car,396.608751
EZ71780,Arizona,F,880748,26864.0,78.0,Special Auto,Four-Door Car,374.4
BW76745,Oregon,M,249131,36631.0,62.0,Personal Auto,Four-Door Car,67.530904
TN64240,California,F,785396,42582.0,99.0,Corporate Auto,Four-Door Car,629.344642
AE23906,Arizona,M,981652,37256.0,62.0,Personal Auto,Four-Door Car,128.969729
CX20455,Arizona,M,2210350,0.0,102.0,Corporate Auto,SUV,489.6
KX18446,Washington,M,668902,56980.0,84.0,Corporate Auto,Two-Door Car,599.000883
NR66922,Oregon,M,1132335,98254.0,94.0,Corporate Auto,Four-Door Car,229.711908
PQ27923,Washington,M,633303,71737.0,79.0,Personal Auto,Two-Door Car,338.79562
No81415,Arizona,M,313916,31177.0,79.0,Personal Auto,Four-Door Car,905.699717
OI48534,California,F,261718,98338.0,65.0,Personal Auto,Four-Door Car,35.597288
FH83537,California,F,373256,0.0,106.0,Personal Auto,Sports Car,879.42749
VH94792,California,F,443369,0.0,65.0,Special Auto,Four-Door Car,312.0
VD37089,Washington,M,347888,29938.0,90.0,Corporate Auto,Four-Door Car,562.426585
UW68708,California,F,500959,0.0,69.0,Personal Auto,Four-Door Car,496.8
PV39600,California,M,841700,24285.0,111.0,Personal Auto,Two-Door Car,1257.527908
ZD42919,California,M,448383,32983.0,113.0,Personal Auto,SUV,466.81627
ZX68434,California,F,512498,0.0,134.0,Personal Auto,SUV,643.2
CH81088,Oregon,F,372105,71333.0,93.0,Personal Auto,Four-Door Car,343.755209
SV68939,Arizona,F,998878,33157.0,124.0,Personal Auto,SUV,286.003968
WI81695,Oregon,F,334217,0.0,91.0,Personal Auto,Four-Door Car,436.8
OU50429,California,M,752473,36580.0,64.0,Personal Auto,Four-Door Car,460.8
TE44937,Oregon,F,1346692,11432.0,119.0,Personal Auto,SUV,571.2
GC29421,California,F,294928,78596.0,73.0,Personal Auto,Four-Door Car,106.267659
RF71693,Arizona,F,517989,35143.0,65.0,Corporate Auto,Four-Door Car,171.184016
JZ22920,Arizona,M,322539,29606.0,81.0,Personal Auto,Four-Door Car,438.276898
ZL68596,Arizona,M,884968,53228.0,73.0,Special Auto,Four-Door Car,137.195447
GV91160,Oregon,F,288645,10312.0,78.0,Personal Auto,Four-Door Car,486.278557
PC80039,Oregon,F,235942,19864.0,63.0,Personal Auto,Four-Door Car,352.394515
RH72839,Nevada,F,466922,76157.0,116.0,Personal Auto,Two-Door Car,556.8
SV15363,California,M,636622,44368.0,80.0,Personal Auto,Two-Door Car,384.0
CN17219,Oregon,M,2558161,27961.0,72.0,Personal Auto,Two-Door Car,345.6
ZM84839,California,F,814627,92777.0,68.0,Personal Auto,Two-Door Car,158.041549
ZO31878,Oregon,F,541245,55992.0,67.0,Personal Auto,Four-Door Car,191.409775
BU70181,Arizona,M,575744,88997.0,72.0,Personal Auto,Four-Door Car,174.041566
RN20799,Arizona,F,475519,21926.0,63.0,Personal Auto,Four-Door Car,302.4
VF58561,Oregon,F,499521,82413.0,62.0,Personal Auto,Four-Door Car,297.6
HU26687,California,M,282484,48008.0,73.0,Personal Auto,Four-Door Car,137.081716
VT84289,California,F,590791,87796.0,74.0,Personal Auto,Four-Door Car,355.2
ZG17326,Oregon,M,498857,38928.0,64.0,Personal Auto,Four-Door Car,326.660051
ZR84007,Arizona,M,740526,58779.0,64.0,Personal Auto,Four-Door Car,307.2
WM17695,Washington,F,1655323,98912.0,135.0,Personal Auto,SUV,714.831947
YR76491,Oregon,F,1510222,0.0,137.0,Personal Auto,SUV,32.978158
NY93341,Arizona,F,911892,33882.0,114.0,Personal Auto,SUV,272.835064
BC87161,Oregon,M,275997,92296.0,69.0,Personal Auto,Two-Door Car,331.2
PW23851,Oregon,F,1525157,63287.0,127.0,Personal Auto,SUV,617.202619
UM73815,Arizona,F,1451743,74871.0,178.0,Personal Auto,SUV,854.4
HW19506,Arizona,F,559712,37995.0,139.0,Personal Auto,SUV,667.2
JF90784,California,F,1932323,0.0,139.0,Personal Auto,SUV,1389.140121
OW15518,Washington,F,1595001,0.0,87.0,Personal Auto,Two-Door Car,46.041452
BR28896,Nevada,M,317635,64706.0,81.0,Personal Auto,Two-Door Car,372.909686
PD32943,Oregon,M,452612,0.0,64.0,Personal Auto,Four-Door Car,307.2
GM83516,Arizona,M,257371,29500.0,67.0,Corporate Auto,Four-Door Car,321.6
BK15048,Arizona,M,665670,0.0,69.0,Personal Auto,Four-Door Car,496.8
RA27021,Nevada,F,2756473,26410.0,91.0,Corporate Auto,Four-Door Car,184.516188
JW15941,California,M,384279,97832.0,95.0,Personal Auto,Two-Door Car,107.661239
GP20408,Oregon,F,380812,94903.0,94.0,Personal Auto,Two-Door Car,451.2
AM57175,Oregon,F,1500084,62473.0,76.0,Personal Auto,Four-Door Car,507.560729
RI40862,Nevada,M,557310,85704.0,69.0,Personal Auto,Four-Door Car,325.395532
EY86980,Oregon,M,622221,74270.0,78.0,Corporate Auto,Two-Door Car,122.486486
FG24850,Oregon,F,509667,22886.0,65.0,Personal Auto,Four-Door Car,312.0
JB39997,California,F,618318,36464.0,78.0,Personal Auto,Four-Door Car,93.515817
CG43444,California,F,938898,33599.0,80.0,Personal Auto,Four-Door Car,111.265486
ZG69918,Oregon,M,816871,20819.0,73.0,Special Auto,Four-Door Car,206.863422
GM70734,California,F,1356120,29095.0,91.0,Corporate Auto,Two-Door Car,280.800938
PM14429,California,M,669927,30852.0,88.0,Personal Auto,Four-Door Car,318.866388
FD55376,California,M,2023096,48448.0,74.0,Corporate Auto,Four-Door Car,355.2
PS25185,Washington,F,409737,20079.0,110.0,Corporate Auto,Two-Door Car,528.0
YE70791,California,M,516949,12430.0,73.0,Personal Auto,Four-Door Car,350.4
UN52560,Arizona,M,627876,47669.0,80.0,Personal Auto,Four-Door Car,384.0
SS95187,Arizona,M,334393,40794.0,87.0,Personal Auto,Four-Door Car,334.452807
OU62959,California,M,1553178,95340.0,198.0,Personal Auto,Luxury SUV,808.844338
ZV36800,Oregon,M,423684,14476.0,113.0,Corporate Auto,Sports Car,542.4
XF83901,Arizona,F,369258,0.0,105.0,Personal Auto,Four-Door Car,756.0
RE12758,California,M,678255,26116.0,85.0,Personal Auto,Four-Door Car,612.0
CH97666,California,M,368347,12454.0,100.0,Personal Auto,Sports Car,720.0
NU25698,Oregon,F,1399568,48245.0,121.0,Personal Auto,SUV,580.8
ZV80216,Oregon,M,561968,0.0,153.0,Personal Auto,SUV,1027.000029
PB47955,Oregon,F,833164,0.0,119.0,Personal Auto,SUV,856.8
BD36887,Nevada,F,417118,37478.0,105.0,Personal Auto,Sports Car,653.685468
JG65202,Oregon,M,787356,0.0,74.0,Personal Auto,Two-Door Car,568.798455
YV76240,Oregon,F,1067725,45732.0,134.0,Corporate Auto,SUV,611.918994
LN28900,California,M,1468707,0.0,85.0,Personal Auto,Four-Door Car,612.0
IN77241,Washington,M,539470,65978.0,67.0,Corporate Auto,Two-Door Car,251.795869
DI42246,Arizona,M,223075,0.0,62.0,Personal Auto,Four-Door Car,325.88607
SE86346,Nevada,F,777101,58467.0,65.0,Corporate Auto,Four-Door Car,452.915621
FK46365,Washington,F,410384,82427.0,102.0,Personal Auto,SUV,489.6
XW93623,Nevada,M,722115,33811.0,184.0,Personal Auto,Luxury SUV,587.37679
FJ62579,Oregon,M,1228504,0.0,183.0,Personal Auto,Luxury SUV,878.4
ZZ22193,California,F,570467,37675.0,71.0,Personal Auto,Four-Door Car,380.919824
ZY77695,Arizona,M,243391,0.0,72.0,Personal Auto,Two-Door Car,345.6
ZJ65064,California,F,492175,0.0,70.0,Personal Auto,Four-Door Car,336.0
FA59186,California,M,466000,0.0,67.0,Personal Auto,Two-Door Car,482.4
XS74336,Washington,F,254152,0.0,71.0,Personal Auto,Four-Door Car,511.2
RT80802,Nevada,M,1165859,19851.0,102.0,Personal Auto,Sports Car,220.038588
KN65809,Washington,F,1113156,0.0,99.0,Personal Auto,Four-Door Car,475.2
QF17381,Arizona,F,473350,0.0,62.0,Corporate Auto,Four-Door Car,740.838216
JF16897,Oregon,F,877636,28360.0,73.0,Personal Auto,Four-Door Car,863.909989
PB90912,California,M,780402,70833.0,193.0,Personal Auto,Luxury SUV,926.4
CH50339,Arizona,F,252225,0.0,69.0,Corporate Auto,Four-Door Car,470.275242
GU41198,California,F,953633,62421.0,80.0,Corporate Auto,Four-Door Car,384.0
CT96082,Oregon,F,471108,13933.0,62.0,Corporate Auto,Two-Door Car,49.364254
KP26590,Nevada,F,380128,40513.0,96.0,Personal Auto,Four-Door Car,151.589577
ZQ51896,Oregon,M,2115930,0.0,108.0,Special Auto,SUV,777.6
BI34286,Oregon,M,651502,47259.0,81.0,Corporate Auto,Four-Door Car,388.8
XJ97760,California,M,473986,35039.0,61.0,Personal Auto,Four-Door Car,254.308991
CO71128,California,F,2124094,0.0,190.0,Personal Auto,Luxury SUV,1368.0
SJ88799,Washington,M,398083,92539.0,101.0,Personal Auto,Four-Door Car,707.408058
RC74014,Oregon,F,499034,0.0,71.0,Special Auto,Two-Door Car,849.666647
CP66511,Oregon,M,256260,92038.0,65.0,Personal Auto,Two-Door Car,178.408186
JG13893,Nevada,M,735534,51789.0,61.0,Corporate Auto,Two-Door Car,435.835125
ER49844,Arizona,M,504144,61972.0,64.0,Personal Auto,Four-Door Car,138.961963
AU91447,Oregon,M,1273195,40870.0,105.0,Special Auto,SUV,504.0
SK58227,California,F,887979,52583.0,113.0,Personal Auto,SUV,528.20086
HG23705,Arizona,F,287266,79681.0,73.0,Personal Auto,Four-Door Car,9.160139
MV93555,Oregon,F,1105822,69792.0,137.0,Personal Auto,SUV,696.757797
VQ20924,Arizona,F,713816,19794.0,93.0,Corporate Auto,Two-Door Car,603.077136
AR59416,Oregon,M,2903747,0.0,113.0,Personal Auto,SUV,542.4
DF65548,California,F,861346,26680.0,106.0,Personal Auto,Two-Door Car,508.8
PA28328,California,F,386148,93272.0,95.0,Corporate Auto,Four-Door Car,281.110788
WY31530,Oregon,M,248291,0.0,68.0,Personal Auto,Two-Door Car,87.272319
LV89056,California,F,313301,0.0,91.0,Personal Auto,Four-Door Car,655.2
KC49055,Oregon,M,712308,21835.0,92.0,Personal Auto,Two-Door Car,621.617047
RA62150,Arizona,F,2843564,0.0,116.0,Personal Auto,SUV,899.63718
OY70124,Washington,F,1274184,73054.0,106.0,Personal Auto,SUV,419.365958
OT94107,Oregon,F,317686,35551.0,81.0,Personal Auto,Four-Door Car,565.108501
CF27806,California,F,547006,54507.0,138.0,Personal Auto,SUV,702.990032
EK50729,Oregon,M,458264,0.0,67.0,Personal Auto,Four-Door Car,321.6
TF53472,Oregon,F,535021,41336.0,68.0,Personal Auto,Four-Door Car,263.090605
PG50529,California,F,558091,31972.0,70.0,Personal Auto,Four-Door Car,416.2618
QT46509,Oregon,M,704854,20416.0,93.0,Personal Auto,Four-Door Car,446.4
LI72489,Nevada,M,1530622,46338.0,193.0,Corporate Auto,SUV,19.46445
MF74413,Oregon,M,965757,0.0,131.0,Personal Auto,SUV,628.8
SI58884,California,M,398531,17220.0,105.0,Personal Auto,SUV,504.0
KG53604,Oregon,M,981652,37256.0,62.0,Personal Auto,Four-Door Car,128.969729
XB97091,Arizona,F,3724363,53602.0,115.0,Personal Auto,Sports Car,295.335363
JS12902,Oregon,F,412296,24732.0,107.0,Corporate Auto,Sports Car,72.771554
LL14393,Oregon,M,255660,23867.0,65.0,Personal Auto,Four-Door Car,312.0
UJ71101,California,M,1725372,0.0,124.0,Personal Auto,Sports Car,928.817071
ZY95807,California,M,3618102,0.0,180.0,Corporate Auto,Luxury SUV,864.0
GA72966,Oregon,F,842717,46503.0,215.0,Personal Auto,Luxury SUV,1032.0
WS36101,Oregon,M,234802,0.0,63.0,Personal Auto,Four-Door Car,453.6
GY88677,Oregon,F,2367502,46268.0,199.0,Personal Auto,Sports Car,842.000858
XT45580,Oregon,F,408946,60759.0,104.0,Corporate Auto,SUV,499.2
RY23571,California,F,248367,75615.0,65.0,Personal Auto,Four-Door Car,156.54837
NB82190,Oregon,M,527818,73742.0,68.0,Personal Auto,Two-Door Car,27.210992
XG14438,Arizona,M,1372779,0.0,126.0,Personal Auto,SUV,604.8
TQ84956,California,M,1096395,55687.0,276.0,Corporate Auto,Luxury SUV,1324.8
FV58292,Oregon,M,555583,74015.0,72.0,Personal Auto,Four-Door Car,471.443077
EF52334,Washington,M,326101,0.0,93.0,Personal Auto,Four-Door Car,669.6
ZV17267,Oregon,F,1102992,37056.0,92.0,Personal Auto,Four-Door Car,441.6
RH71877,Arizona,F,477055,12964.0,65.0,Personal Auto,Two-Door Car,362.774545
GS23406,California,F,273432,30916.0,70.0,Personal Auto,Four-Door Car,21.143072
VZ66567,California,M,374814,0.0,106.0,Personal Auto,SUV,508.8
VP57785,Oregon,F,477055,12964.0,65.0,Personal Auto,Two-Door Car,362.774545
NS51605,Oregon,M,850985,26057.0,74.0,Personal Auto,Four-Door Car,523.888845
QV48556,Arizona,F,542104,29981.0,71.0,Corporate Auto,Two-Door Car,340.8
PR10005,Oregon,M,291641,85210.0,74.0,Personal Auto,Four-Door Car,100.517679
IF80474,Washington,M,1336352,86653.0,111.0,Personal Auto,Four-Door Car,277.201278
NE73773,Oregon,M,397485,0.0,113.0,Personal Auto,SUV,542.4
WM72573,California,M,1471043,22872.0,131.0,Personal Auto,SUV,754.845659
NX71501,California,F,593634,42889.0,74.0,Personal Auto,Four-Door Car,177.321283
LR79755,California,M,286218,74034.0,72.0,Personal Auto,Four-Door Car,267.415871
KC26486,Arizona,F,842717,46503.0,215.0,Personal Auto,Luxury SUV,1032.0
DY22077,Arizona,M,862283,97361.0,73.0,Corporate Auto,Four-Door Car,350.4
UV54104,Oregon,M,230069,25905.0,63.0,Personal Auto,Four-Door Car,302.4
SG66076,Arizona,M,1005650,16097.0,139.0,Personal Auto,Sports Car,1000.8
GW52309,Nevada,F,911814,56446.0,114.0,Personal Auto,SUV,547.2
DC46965,Nevada,M,550724,11343.0,72.0,Personal Auto,Four-Door Car,154.750098
JK57654,California,M,1097206,24164.0,137.0,Personal Auto,Sports Car,657.6
QO62792,Oregon,M,784016,58414.0,210.0,Personal Auto,Luxury SUV,1008.0
XI56955,Washington,F,550413,0.0,73.0,Personal Auto,Four-Door Car,350.4
NR99710,Arizona,F,479281,24395.0,62.0,Personal Auto,Two-Door Car,357.109603
QH90382,Oregon,F,418777,52471.0,103.0,Personal Auto,Two-Door Car,163.955502
SI30451,Arizona,F,271837,30009.0,68.0,Personal Auto,Four-Door Car,317.428826
UM39817,Oregon,F,825766,23815.0,73.0,Personal Auto,Four-Door Car,424.330166
YG98004,Oregon,F,1266359,27739.0,104.0,Corporate Auto,Four-Door Car,3.200851
KF80172,Nevada,M,264751,37876.0,69.0,Personal Auto,Four-Door Car,300.056383
LD95617,California,M,483090,0.0,72.0,Corporate Auto,Four-Door Car,345.6
YJ24476,Nevada,F,455842,14665.0,61.0,Personal Auto,Four-Door Car,292.8
LM67096,Oregon,F,212792,0.0,61.0,Corporate Auto,Four-Door Car,31.481852
FB21121,California,F,254686,86595.0,63.0,Corporate Auto,Two-Door Car,445.621906
LW91009,Washington,M,499292,24368.0,68.0,Personal Auto,Four-Door Car,326.4
RD28560,Washington,F,1274184,73054.0,106.0,Corporate Auto,SUV,419.365958
DD22139,Washington,F,786302,0.0,72.0,Corporate Auto,Two-Door Car,732.352745
LN50415,Oregon,M,513136,50994.0,128.0,Corporate Auto,SUV,346.387342
OP62891,Oregon,F,227540,0.0,64.0,Personal Auto,Two-Door Car,460.8
JT47995,Arizona,F,6055619,0.0,204.0,Personal Auto,Luxury SUV,979.2
AG39150,Oregon,M,235607,0.0,63.0,Personal Auto,Four-Door Car,302.4
QJ65440,California,F,2882406,0.0,87.0,Corporate Auto,Four-Door Car,626.4
IJ40048,California,M,497895,28695.0,64.0,Corporate Auto,Four-Door Car,221.241837
PX86841,Arizona,F,652136,72608.0,82.0,Special Auto,Four-Door Car,393.6
ES87355,Oregon,F,756461,48381.0,63.0,Personal Auto,Two-Door Car,302.4
EZ85603,Arizona,F,1163187,0.0,152.0,Personal Auto,SUV,1082.814636
YJ96611,Arizona,F,718028,0.0,104.0,Special Auto,Sports Car,1210.245916
UB18338,Oregon,M,1216874,14973.0,115.0,Personal Auto,SUV,828.0
TF67147,Oregon,F,224844,24910.0,63.0,Personal Auto,Four-Door Car,347.857619
FY83287,Washington,M,253033,50577.0,63.0,Personal Auto,Two-Door Car,12.444326
JO11457,Oregon,M,465309,0.0,70.0,Personal Auto,Two-Door Car,585.482275
BS94221,Arizona,F,235432,26184.0,62.0,Special Auto,Two-Door Car,297.6
CB64729,Nevada,M,841715,20215.0,112.0,Personal Auto,Four-Door Car,537.6
XB32430,California,M,571774,68342.0,72.0,Personal Auto,Four-Door Car,148.738098
LN43251,Oregon,M,462353,0.0,133.0,Personal Auto,SUV,957.6
BX20227,Oregon,F,652136,72608.0,82.0,Personal Auto,Four-Door Car,393.6
PC12390,Nevada,M,550715,74960.0,69.0,Corporate Auto,Four-Door Car,107.985836
XQ44462,Oregon,M,267473,56342.0,69.0,Corporate Auto,Four-Door Car,331.2
GF59560,Oregon,F,581783,86824.0,72.0,Personal Auto,Four-Door Car,189.096179
